longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.42,37.77,52,1176,493.0,1136,436,13750.0,312500,NEAR BAY
-122.48,37.76,48,2304,558.0,1273,512,32750.0,332100,NEAR BAY
-117.86,33.75,31,1761,515.0,1810,468,19309.0,173400,<1H OCEAN
-117.91,33.69,30,2704,426.0,1289,423,52815.0,229500,<1H OCEAN
-118.55,34.04,41,1482,239.0,617,242,88619.0,500001,<1H OCEAN
-117.95,33.92,18,2825,660.0,1590,643,36106.0,153600,<1H OCEAN
-122.12,37.68,37,2412,394.0,975,375,40416.99999999999,191100,NEAR BAY
-118.6,34.23,19,8866,2355.0,5005,2194,32564.000000000004,230300,<1H OCEAN
-122.1,37.66,37,901,191.0,599,206,37303.0,149700,NEAR BAY
-122.08,37.71,35,2211,350.0,1004,365,54639.0,238600,NEAR BAY
-118.27,33.95,29,1579,351.0,1056,322,23056.0,98500,<1H OCEAN
-117.63,33.94,36,447,95.0,2886,85,42577.99999999999,183300,INLAND
-118.36,33.8,34,2629,369.0,966,375,101241.0,500001,NEAR OCEAN
-121.97,37.01,21,2073,357.0,1044,351,45682.0,371600,NEAR OCEAN
-120.46,37.33,17,6111,1171.0,2950,1104,32852.0,98800,INLAND
-117.91,33.84,16,919,253.0,912,249,15903.0,165400,<1H OCEAN
-122.3,37.9,30,1772,471.0,880,437,22672.0,162500,NEAR BAY
-117.08,32.62,16,5192,1381.0,3261,1321,22685.0,151900,NEAR OCEAN
-122.27,38.12,45,4423,1001.0,2109,874,26937.000000000004,111800,NEAR BAY
-118.28,33.88,19,2758,675.0,2047,591,26618.0,179700,<1H OCEAN
-117.04,32.68,9,3087,609.0,1530,556,37750.0,125000,NEAR OCEAN
-122.43,37.79,50,3312,1095.0,1475,997,27165.0,500001,NEAR BAY
-119.69,35.62,18,820,239.0,1345,207,21185.999999999996,47500,INLAND
-118.12,34.09,25,4870,1371.0,3518,1296,32307.0,188400,<1H OCEAN
-118.58,34.21,24,2642,696.0,1649,633,30187.0,217700,<1H OCEAN
-120.72,38.24,32,2685,543.0,1061,492,25473.0,101600,INLAND
-123.83,41.88,18,1504,357.0,660,258,31300.0,116700,<1H OCEAN
-121.44,38.56,45,2423,466.0,873,438,37167.0,131900,INLAND
-118.19,34.02,45,1535,432.0,1820,419,17801.0,142800,<1H OCEAN
-118.15,33.92,30,915,234.0,646,211,25208.0,182800,<1H OCEAN
-117.66,35.62,11,5897,1138.0,2728,1072,41500.0,85700,INLAND
-118.39,34.17,40,1696,372.0,835,385,36563.0,222400,<1H OCEAN
-117.5,33.92,28,2101,337.0,1061,348,45500.0,146800,INLAND
-118.92,35.47,6,1755,280.0,664,254,62885.0,216400,INLAND
-121.58,38.81,25,778,135.0,340,155,17857.0,258300,INLAND
-124.23,41.75,11,3159,616.0,1343,479,24805.0,73200,NEAR OCEAN
-122.95,38.73,37,1548,328.0,863,287,29792.0,151300,<1H OCEAN
-117.05,32.56,22,2172,563.0,2049,524,20158.999999999996,139300,NEAR OCEAN
-122.0,37.3,28,5096,1011.0,2588,954,53570.0,355200,<1H OCEAN
-118.08,33.94,21,3933,949.0,2219,820,24926.0,171400,<1H OCEAN
-122.48,37.69,43,2661,455.0,1384,456,42421.0,257500,NEAR OCEAN
-120.95,37.59,29,1727,439.0,1063,386,18929.0,63600,INLAND
-117.21,34.51,17,4379,629.0,1720,595,50860.0,148400,INLAND
-118.12,33.86,44,2663,511.0,1277,462,43194.0,199500,<1H OCEAN
-117.18,34.05,52,1820,342.0,601,315,26128.999999999996,137000,INLAND
-121.52,38.49,5,3344,800.0,1341,670,36196.0,152800,INLAND
-121.99,37.81,17,465,83.0,146,75,49018.0,188500,<1H OCEAN
-121.48,38.58,48,2434,744.0,1281,662,16277.0,140600,INLAND
-118.22,34.06,34,1083,364.0,1132,338,22344.0,153100,<1H OCEAN
-117.27,33.08,7,2949,447.0,1335,426,60922.0,342400,NEAR OCEAN
-117.97,33.81,26,4022,1081.0,2457,1001,28041.999999999996,206300,<1H OCEAN
-117.81,33.82,22,2898,335.0,1057,324,108111.0,500001,<1H OCEAN
-122.46,37.66,36,2535,451.0,1390,436,53398.0,260900,NEAR OCEAN
-117.92,33.82,10,1548,506.0,1535,424,45057.0,152400,<1H OCEAN
-116.46,33.78,25,1137,414.0,604,240,13801.000000000002,55000,INLAND
-117.81,33.66,20,2851,490.0,1192,463,58752.00000000001,274200,<1H OCEAN
-116.94,32.83,38,1701,317.0,872,304,37831.0,147800,<1H OCEAN
-121.48,38.56,50,1587,448.0,877,380,20833.0,94300,INLAND
-118.39,34.03,39,1366,375.0,1237,370,37206.0,230900,<1H OCEAN
-118.62,34.15,26,5661,791.0,2493,780,79814.0,409900,<1H OCEAN
-119.06,35.94,18,3501,721.0,2009,660,26576.0,65700,INLAND
-117.65,33.45,15,7468,1275.0,3033,1217,54900.0,239300,NEAR OCEAN
-118.4,33.88,42,1516,341.0,634,327,62356.0,472700,<1H OCEAN
-118.07,33.72,24,1240,296.0,513,254,49044.0,485000,NEAR OCEAN
-122.31,37.56,52,2351,494.0,1126,482,39688.0,356900,NEAR OCEAN
-122.47,37.76,40,3525,941.0,1675,857,32083.0,330000,NEAR BAY
-118.47,34.0,41,2331,636.0,1839,537,22879.999999999996,263500,<1H OCEAN
-122.41,37.81,25,1178,545.0,592,441,36728.0,500001,NEAR BAY
-121.95,37.78,4,14652,2826.0,5613,2579,63942.0,356700,<1H OCEAN
-119.18,34.19,19,2393,,1938,762,16953.0,167400,NEAR OCEAN
-118.41,34.02,35,1728,442.0,1161,420,37250.0,310000,<1H OCEAN
-116.93,33.93,13,7804,1594.0,3297,1469,20549.0,95600,INLAND
-119.82,34.43,15,1482,345.0,669,379,30773.0,112500,NEAR OCEAN
-121.67,37.99,22,1046,195.0,527,164,43750.0,213500,INLAND
-118.52,34.2,37,1795,346.0,1082,354,49102.0,207200,<1H OCEAN
-122.04,38.25,37,1176,291.0,648,271,27167.0,92200,INLAND
-118.13,34.69,34,2156,397.0,1269,388,27500.0,96800,INLAND
-118.12,34.15,35,1760,447.0,984,384,34167.0,198200,<1H OCEAN
-121.33,37.97,43,1511,292.0,721,320,35703.0,87400,INLAND
-117.55,33.9,21,1839,324.0,871,307,34459.0,198800,INLAND
-118.11,33.86,36,2750,487.0,1386,458,49904.0,221700,<1H OCEAN
-121.97,37.3,31,3340,735.0,1891,686,48541.99999999999,275000,<1H OCEAN
-117.25,32.72,36,2632,450.0,2038,419,65319.0,345800,NEAR OCEAN
-117.9,34.04,15,11989,2185.0,6652,2081,45554.0,278300,<1H OCEAN
-122.41,37.76,52,1427,281.0,620,236,19944.0,262500,NEAR BAY
-121.11,37.76,22,2606,411.0,1252,397,41833.0,192100,INLAND
-119.11,35.38,37,2044,394.0,894,359,29453.0,82800,INLAND
-121.98,37.96,12,5048,1122.0,2209,1014,31573.000000000004,126700,INLAND
-120.38,36.15,17,2279,448.0,1200,420,27461.000000000004,70000,INLAND
-118.15,34.1,39,3856,867.0,1847,830,34559.0,364900,<1H OCEAN
-121.84,39.73,52,677,152.0,379,154,16797.0,94800,INLAND
-118.15,34.05,33,3287,649.0,1783,653,38472.0,293300,<1H OCEAN
-121.01,37.63,41,2764,639.0,2122,600,19643.0,74900,INLAND
-120.04,34.72,13,3942,585.0,1542,515,66054.0,500001,NEAR OCEAN
-117.82,33.82,22,3173,372.0,1181,355,83637.0,500001,<1H OCEAN
-122.27,37.85,47,1375,307.0,843,319,13785.0,142300,NEAR BAY
-117.24,32.74,43,2216,375.0,918,388,55289.0,297700,NEAR OCEAN
-120.97,38.0,27,1683,288.0,873,258,47069.0,176900,INLAND
-118.01,33.75,30,3380,722.0,2269,652,45250.0,186000,<1H OCEAN
-117.23,32.75,5,1824,,892,426,34286.0,137500,NEAR OCEAN
-118.95,35.26,24,1341,214.0,667,184,40000.0,94500,INLAND
-117.97,33.77,22,2244,575.0,1543,533,26618.0,179600,<1H OCEAN
-117.91,34.09,20,4327,1037.0,2296,963,30440.999999999996,185400,<1H OCEAN
-118.99,35.4,48,1908,331.0,789,321,35714.0,84600,INLAND
-122.49,38.22,33,1486,290.0,781,274,35647.0,251800,NEAR BAY
-121.86,36.58,20,6332,991.0,2668,955,57577.99999999999,347700,<1H OCEAN
-117.8,34.06,34,1081,205.0,1325,252,36298.0,108500,INLAND
-120.29,38.01,12,3014,560.0,1424,485,30729.000000000004,105100,INLAND
-115.64,32.75,19,377,69.0,198,55,16250.0,112500,INLAND
-117.75,33.6,5,4944,1164.0,1727,948,49000.0,255600,<1H OCEAN
-121.33,37.98,10,1564,397.0,643,347,27031.0,150000,INLAND
-116.97,32.75,28,3519,583.0,1720,590,47973.0,186900,<1H OCEAN
-118.5,34.05,39,1487,163.0,414,160,150000.0,500001,<1H OCEAN
-118.36,33.86,36,681,122.0,360,128,52798.99999999999,332600,<1H OCEAN
-122.34,37.99,42,1531,326.0,1271,377,26166.999999999996,85100,NEAR BAY
-121.35,38.66,24,3313,769.0,1631,681,25556.0,105700,INLAND
-122.42,37.75,52,2164,533.0,1122,469,32632.0,306000,NEAR BAY
-122.33,38.21,33,2017,370.0,949,342,46250.0,228600,NEAR BAY
-118.31,33.96,47,2005,392.0,1134,415,37143.0,140300,<1H OCEAN
-118.18,34.1,8,1116,267.0,435,235,49231.0,230900,<1H OCEAN
-118.2,34.11,37,2040,611.0,1698,545,19355.0,166300,<1H OCEAN
-116.96,32.9,16,3047,495.0,1507,499,53008.0,186500,<1H OCEAN
-117.13,32.76,29,2568,682.0,1191,642,21094.0,162500,NEAR OCEAN
-121.49,38.55,52,2515,460.0,836,442,33844.0,151100,INLAND
-119.34,36.32,14,1204,227.0,633,247,39250.0,83800,INLAND
-118.42,34.01,29,1996,489.0,960,449,36611.0,344200,<1H OCEAN
-122.19,37.74,43,707,147.0,417,155,25139.0,83400,NEAR BAY
-118.34,34.86,11,7353,1482.0,3571,1308,28097.0,130000,INLAND
-118.32,33.9,37,1664,401.0,1316,409,30526.0,216400,<1H OCEAN
-121.93,37.54,25,1354,192.0,596,220,66290.0,352400,<1H OCEAN
-117.84,33.74,24,1752,407.0,910,427,33611.0,134600,<1H OCEAN
-122.49,37.73,37,1399,224.0,530,235,39219.0,433300,NEAR OCEAN
-122.42,37.74,52,1674,346.0,734,335,38864.0,281300,NEAR BAY
-118.31,34.1,34,399,141.0,482,134,16250.0,67500,<1H OCEAN
-117.69,33.52,3,7374,1444.0,3214,1279,45380.0,278200,<1H OCEAN
-121.85,37.4,23,1793,319.0,1145,310,55968.0,243200,<1H OCEAN
-115.52,32.67,6,2804,581.0,2807,594,20625.0,67700,INLAND
-122.4,40.51,20,1750,352.0,834,340,24850.0,100600,INLAND
-121.59,37.01,16,6637,1171.0,3575,1162,43227.0,251500,INLAND
-118.91,35.24,29,2888,753.0,2949,699,17716.0,45500,INLAND
-122.25,40.42,17,1429,265.0,692,245,28611.0,98700,INLAND
-118.27,34.25,35,779,143.0,371,150,46635.0,230100,<1H OCEAN
-122.36,37.96,39,246,57.0,316,52,7160.0,104200,NEAR BAY
-121.9,36.93,22,7281,1233.0,1849,832,53276.0,335500,NEAR OCEAN
-117.41,34.58,10,2964,668.0,1853,609,16047.0,73400,INLAND
-120.85,38.69,18,5928,1097.0,2697,1096,34872.0,141400,INLAND
-118.16,33.89,38,483,113.0,389,108,21859.0,143800,<1H OCEAN
-121.3,38.0,23,3706,1106.0,3785,1019,17774.0,100000,INLAND
-121.9,37.34,50,1345,287.0,791,254,35966.0,245800,<1H OCEAN
-120.69,39.12,19,1048,262.0,493,184,22917.0,118200,INLAND
-118.16,34.07,47,2994,543.0,1651,561,38644.0,241500,<1H OCEAN
-118.24,34.13,45,1971,439.0,1245,430,40272.0,260500,<1H OCEAN
-118.2,33.77,24,2404,819.0,1566,753,15076.0,145800,NEAR OCEAN
-115.51,33.12,21,1024,218.0,890,232,21010.0,46700,INLAND
-117.09,32.9,16,1989,290.0,814,291,62714.99999999999,255100,<1H OCEAN
-122.46,37.78,52,2632,542.0,1364,544,34605.0,441700,NEAR BAY
-119.73,34.42,25,2024,312.0,907,335,54127.0,392800,NEAR OCEAN
-119.12,36.05,27,1575,321.0,1063,317,21477.0,53900,INLAND
-118.29,33.72,39,2651,590.0,1103,508,32740.0,254300,NEAR OCEAN
-121.14,37.52,37,1358,231.0,586,214,31645.0,170800,INLAND
-122.0,37.36,25,3534,949.0,1880,849,34238.0,337000,<1H OCEAN
-118.19,33.77,31,1711,691.0,1092,568,10713.999999999998,150000,NEAR OCEAN
-118.02,34.08,31,2402,632.0,2830,603,23333.0,164200,INLAND
-117.86,34.09,26,3408,542.0,1664,543,61498.0,239100,<1H OCEAN
-119.8,36.83,17,1560,261.0,709,258,43315.0,95800,INLAND
-122.02,37.56,35,1716,312.0,914,316,55737.0,214500,NEAR BAY
-117.9,34.14,29,2240,457.0,1187,407,38365.0,184200,<1H OCEAN
-118.3,33.81,17,5544,1068.0,3008,1038,53220.0,282700,<1H OCEAN
-118.03,33.95,37,1772,321.0,934,326,41471.0,177800,<1H OCEAN
-121.95,38.34,9,4999,874.0,2687,817,42324.0,142100,INLAND
-117.39,34.1,19,1000,211.0,572,230,24028.0,112500,INLAND
-118.37,34.17,42,1713,416.0,1349,427,32596.0,191800,<1H OCEAN
-122.24,37.47,36,2021,433.0,1117,432,39290.0,303100,NEAR OCEAN
-121.01,37.64,33,693,207.0,598,192,10217.0,81300,INLAND
-121.82,37.31,22,2044,402.0,1925,429,37102.0,177500,<1H OCEAN
-117.7,33.57,4,3283,911.0,1512,782,33125.0,138500,<1H OCEAN
-121.96,36.88,37,2846,553.0,939,433,47468.0,294400,NEAR OCEAN
-118.44,34.04,49,32,7.0,14,7,21875.0,225000,<1H OCEAN
-118.25,34.11,39,1415,369.0,1467,351,30150.0,156300,<1H OCEAN
-118.02,33.85,31,1922,329.0,1030,353,53416.0,213000,<1H OCEAN
-121.4,38.63,30,3626,834.0,1577,806,25170.0,130400,INLAND
-119.09,35.33,9,7085,1148.0,3084,1052,49970.0,142900,INLAND
-118.25,34.09,52,2050,429.0,957,418,35603.0,210000,<1H OCEAN
-118.2,33.77,40,2034,899.0,1257,797,12864.0,131300,NEAR OCEAN
-117.92,33.61,36,1025,150.0,316,126,103048.0,500001,<1H OCEAN
-121.95,37.37,39,446,129.0,317,127,30357.0,208300,<1H OCEAN
-121.22,37.72,34,2123,387.0,1310,368,26368.0,165600,INLAND
-118.08,34.01,32,1973,401.0,1322,386,34861.0,158100,<1H OCEAN
-121.02,39.25,52,1549,275.0,604,249,22277.999999999996,155400,INLAND
-122.08,37.58,16,3349,544.0,2003,488,60073.99999999999,236500,NEAR BAY
-122.4,37.77,52,144,63.0,1061,68,43958.00000000001,225000,NEAR BAY
-121.21,37.79,33,811,185.0,446,198,16724.0,96900,INLAND
-118.17,33.87,45,2110,494.0,1404,454,29803.0,165900,<1H OCEAN
-119.29,36.34,35,1235,369.0,1246,341,14740.0,71000,INLAND
-118.25,34.05,8,3105,1256.0,1086,997,8131.0,275000,<1H OCEAN
-118.28,33.78,37,1212,304.0,1076,293,32115.0,160100,<1H OCEAN
-120.96,37.59,11,4236,879.0,2410,850,23849.0,122000,INLAND
-118.19,34.2,41,2031,294.0,859,302,74190.0,483700,<1H OCEAN
-117.24,33.37,14,4687,793.0,2436,779,45391.0,180900,<1H OCEAN
-118.18,33.85,30,2548,717.0,2086,700,7007.0,134400,<1H OCEAN
-117.24,33.05,15,3029,555.0,1559,546,53129.0,169200,NEAR OCEAN
-120.56,38.09,34,2745,559.0,1150,491,23654.0,94900,INLAND
-120.29,36.88,34,1391,297.0,943,281,24219.0,83900,INLAND
-117.58,34.0,2,7544,1516.0,2801,1001,40037.0,245200,INLAND
-118.97,37.64,14,1847,439.0,238,98,36042.0,137500,INLAND
-117.89,33.83,35,2984,446.0,1435,455,56276.0,200800,<1H OCEAN
-118.15,33.88,24,4232,1092.0,2688,1035,25200.0,146000,<1H OCEAN
-117.87,34.08,33,3630,800.0,2257,796,32469.0,206900,<1H OCEAN
-121.11,38.04,32,1083,188.0,471,178,29241.0,187500,INLAND
-119.73,36.68,32,755,205.0,681,207,17986.0,49300,INLAND
-118.3,34.19,52,2962,468.0,1364,466,49042.0,343500,<1H OCEAN
-117.21,33.13,15,1889,368.0,754,409,22277.999999999996,132800,NEAR OCEAN
-119.25,34.28,36,1530,341.0,703,317,35819.0,231900,NEAR OCEAN
-122.36,37.93,42,1796,389.0,1107,372,19375.0,87000,NEAR BAY
-118.34,33.86,36,2223,360.0,1162,376,52590.0,279400,<1H OCEAN
-120.41,34.96,9,2712,428.0,1116,415,45536.0,190100,<1H OCEAN
-122.15,38.04,14,2804,587.0,1083,573,26466.0,168500,NEAR BAY
-121.93,37.53,27,5532,973.0,2855,960,47478.0,243500,<1H OCEAN
-118.35,33.97,33,1495,474.0,1272,447,20694.0,143500,<1H OCEAN
-118.32,34.26,24,5106,1010.0,2310,957,44375.0,191500,<1H OCEAN
-119.69,36.73,30,2437,349.0,1005,380,72211.0,171700,INLAND
-118.1,34.15,32,978,227.0,543,211,30096.0,199000,INLAND
-119.79,34.45,24,2746,433.0,1076,380,58635.0,348700,NEAR OCEAN
-121.27,37.95,52,1318,308.0,1368,310,18261.0,54600,INLAND
-122.24,37.79,39,1469,431.0,1464,389,21638.0,105500,NEAR BAY
-117.08,32.63,33,2891,793.0,1607,754,21281.0,139800,NEAR OCEAN
-117.92,33.65,20,1391,393.0,856,360,31840.0,220000,<1H OCEAN
-119.83,36.78,30,3162,640.0,1660,639,28359.0,80300,INLAND
-122.39,40.57,38,855,172.0,468,150,14091.0,84400,INLAND
-117.2,33.12,18,4372,736.0,1473,675,51194.0,247800,NEAR OCEAN
-118.46,34.18,33,1791,386.0,844,397,45081.0,251400,<1H OCEAN
-121.78,37.23,18,1747,317.0,1055,285,58980.0,229100,<1H OCEAN
-121.48,38.49,26,3165,806.0,2447,752,15908.0,78600,INLAND
-122.28,37.99,28,3801,622.0,1654,571,43750.0,193300,NEAR BAY
-118.31,34.0,47,1551,362.0,1329,322,19792.0,116400,<1H OCEAN
-120.84,38.81,11,1280,286.0,609,248,31635.0,132600,INLAND
-117.39,34.09,10,5736,945.0,3528,932,43958.00000000001,130700,INLAND
-117.31,33.0,30,1631,310.0,665,297,68443.0,492500,NEAR OCEAN
-117.75,34.07,52,1279,213.0,444,204,52269.0,161000,INLAND
-117.13,32.98,5,2276,311.0,1158,317,64321.0,271900,<1H OCEAN
-118.32,33.89,34,2675,560.0,1270,492,45053.0,242000,<1H OCEAN
-118.13,34.02,41,734,190.0,565,191,22813.0,192000,<1H OCEAN
-118.47,34.01,41,752,201.0,482,207,25417.0,418200,<1H OCEAN
-117.64,33.61,14,5232,810.0,3041,839,58259.99999999999,247900,<1H OCEAN
-115.8,33.26,2,96,18.0,30,16,53374.0,47500,INLAND
-121.54,38.59,29,2242,493.0,1481,478,20781.0,74800,INLAND
-122.08,37.41,20,1896,456.0,1069,436,46875.0,288900,NEAR BAY
-114.57,33.52,27,173,35.0,117,34,20833.0,45000,INLAND
-117.93,33.84,26,2811,612.0,1374,566,34750.0,282500,<1H OCEAN
-121.96,37.36,33,2581,623.0,1598,628,35199.0,261400,<1H OCEAN
-117.91,33.85,35,932,258.0,1147,267,27014.0,156700,<1H OCEAN
-121.95,37.74,19,5721,837.0,2653,813,62631.0,266000,<1H OCEAN
-121.84,36.61,26,2902,761.0,2258,719,25663.0,128900,<1H OCEAN
-121.19,38.87,20,3118,500.0,1405,519,60000.0,209400,INLAND
-121.07,39.15,15,6828,1319.0,3002,1318,24726.0,143400,INLAND
-118.12,33.82,43,1544,286.0,701,298,41375.0,226000,<1H OCEAN
-118.33,34.04,31,1090,251.0,955,239,29129.999999999996,192500,<1H OCEAN
-121.76,37.28,17,660,129.0,431,123,49097.0,241000,<1H OCEAN
-117.68,34.12,16,2181,321.0,1133,350,57214.0,259400,INLAND
-122.23,37.79,43,5963,1344.0,4367,1231,21917.0,112800,NEAR BAY
-118.29,33.8,21,9944,1623.0,4185,1582,45260.0,329400,<1H OCEAN
-122.47,37.75,52,1598,285.0,689,265,46071.0,337400,NEAR BAY
-118.16,34.71,27,6007,998.0,2680,882,41719.0,117200,INLAND
-122.18,38.07,10,4976,849.0,2089,803,53288.0,201800,NEAR BAY
-119.37,36.47,26,337,69.0,277,73,23438.0,100000,INLAND
-121.0,37.25,21,1937,389.0,1002,373,26086.999999999996,96200,INLAND
-121.96,38.02,35,2691,542.0,1409,505,30160.0,95300,INLAND
-117.24,32.8,26,3433,873.0,1492,798,29258.0,234800,NEAR OCEAN
-117.37,34.13,12,1893,493.0,1054,389,23456.0,140800,INLAND
-118.36,33.99,45,2005,368.0,909,364,46406.0,268900,<1H OCEAN
-117.05,32.58,25,2185,370.0,1558,369,53072.0,132700,NEAR OCEAN
-117.33,34.12,33,933,219.0,838,211,13416.999999999998,69000,INLAND
-119.81,36.28,24,544,112.0,442,106,31071.0,56100,INLAND
-118.38,33.88,34,1830,315.0,822,307,50602.0,453700,<1H OCEAN
-122.18,38.35,24,407,68.0,175,61,60266.0,216700,INLAND
-118.5,34.16,34,3547,523.0,1187,500,71390.0,424000,<1H OCEAN
-117.81,33.66,16,1414,191.0,635,230,100757.0,383900,<1H OCEAN
-122.15,37.68,35,2632,447.0,1349,486,43864.0,205200,NEAR BAY
-118.33,34.09,40,2004,687.0,1514,542,19911.0,220000,<1H OCEAN
-116.93,32.85,15,3273,895.0,1872,842,25388.0,119000,<1H OCEAN
-118.21,34.04,47,1306,391.0,1499,346,22788.0,139600,<1H OCEAN
-117.94,33.79,24,4179,784.0,1902,733,47986.00000000001,236500,<1H OCEAN
-119.9,36.58,20,1935,363.0,1319,359,24814.0,74600,INLAND
-121.87,36.95,7,3703,679.0,1375,608,49219.0,368400,NEAR OCEAN
-119.29,36.32,27,1513,374.0,839,350,12012.0,64600,INLAND
-117.87,33.84,25,1928,414.0,961,385,40724.0,231400,<1H OCEAN
-117.17,32.69,19,2802,802.0,1159,597,47891.0,334600,NEAR OCEAN
-117.68,33.55,5,2262,427.0,1016,402,60650.00000000001,315500,<1H OCEAN
-118.34,33.89,36,2392,444.0,1346,445,60088.0,245900,<1H OCEAN
-116.98,32.72,15,4209,680.0,1914,641,45134.99999999999,158300,<1H OCEAN
-122.02,37.35,26,2785,418.0,1221,422,81077.99999999999,365700,<1H OCEAN
-118.3,34.08,32,2880,1063.0,3646,1028,23846.0,258300,<1H OCEAN
-119.75,36.72,22,3247,859.0,4179,881,13343.0,60800,INLAND
-121.97,37.36,24,4841,894.0,2656,920,60573.0,254500,<1H OCEAN
-122.32,40.57,15,2524,449.0,1374,467,33816.0,93800,INLAND
-117.61,34.08,20,3550,736.0,2229,681,30198.999999999996,128800,INLAND
-122.16,37.69,36,1480,278.0,796,283,43971.0,205700,NEAR BAY
-122.72,38.46,35,1445,309.0,795,308,29073.000000000004,157000,<1H OCEAN
-118.61,34.15,32,4491,815.0,1696,749,49102.0,319100,<1H OCEAN
-122.26,37.77,52,1210,168.0,411,172,33571.0,405400,NEAR BAY
-121.27,38.67,15,1701,346.0,723,352,38906.0,128700,INLAND
-117.01,32.77,34,3330,723.0,1592,656,26678.0,164200,<1H OCEAN
-122.44,37.71,46,1230,247.0,895,257,53913.0,248900,NEAR BAY
-122.6,38.11,19,1752,328.0,873,336,38068.0,201600,<1H OCEAN
-121.88,38.0,16,2605,440.0,1352,408,41947.0,140300,INLAND
-119.46,36.61,13,1348,258.0,719,246,36250.0,108300,INLAND
-121.98,38.25,4,2487,440.0,1545,452,49103.0,140400,INLAND
-121.29,37.89,26,161,27.0,1542,30,57485.0,162500,INLAND
-119.36,36.21,18,1082,202.0,793,213,24032.0,60000,INLAND
-121.76,37.23,16,4274,715.0,2240,704,54218.0,233900,<1H OCEAN
-118.19,33.86,42,1999,431.0,1060,399,37031.0,167100,<1H OCEAN
-122.49,37.75,45,2341,461.0,1092,438,48036.0,297800,NEAR OCEAN
-117.43,33.93,36,2386,396.0,1176,374,45122.0,113300,INLAND
-122.42,38.27,25,3282,566.0,1244,483,45313.0,308400,NEAR BAY
-117.27,32.83,39,1877,426.0,805,409,38750.0,410000,NEAR OCEAN
-121.97,37.25,21,2775,389.0,856,350,79135.0,496400,<1H OCEAN
-117.7,33.62,16,9653,2000.0,4732,1922,37361.0,197200,<1H OCEAN
-122.87,38.62,52,1514,348.0,767,354,21903.0,160000,<1H OCEAN
-120.58,40.37,16,3412,667.0,1873,590,22660.999999999996,61800,INLAND
-122.01,36.99,41,2548,508.0,1290,488,36902.0,233000,NEAR OCEAN
-121.26,38.69,17,3917,638.0,1809,564,52586.00000000001,137000,INLAND
-122.69,38.44,31,1808,315.0,691,280,38583.0,193200,<1H OCEAN
-121.24,38.68,20,1402,236.0,676,236,37426.0,135500,INLAND
-118.35,34.04,41,1617,423.0,1110,375,24634.999999999996,169400,<1H OCEAN
-122.25,37.89,37,3000,457.0,987,450,75385.0,350000,NEAR BAY
-121.27,38.62,13,2321,539.0,1066,497,27652.0,95600,INLAND
-117.06,32.6,25,1075,238.0,434,234,17472.0,94600,NEAR OCEAN
-116.89,33.86,2,6900,1238.0,1950,980,30417.0,146300,INLAND
-122.08,38.3,2,6718,858.0,2012,654,68872.0,305200,INLAND
-118.44,34.22,39,1529,344.0,913,314,33250.0,178200,<1H OCEAN
-121.49,38.54,37,1655,393.0,841,355,16932.0,78400,INLAND
-120.31,37.29,36,969,206.0,732,175,15938.000000000002,57600,INLAND
-116.98,34.13,16,2098,449.0,342,143,40333.0,133900,INLAND
-120.89,37.48,27,1118,195.0,647,209,29135.0,159400,INLAND
-121.88,36.96,18,6355,1100.0,2304,972,60281.0,321100,NEAR OCEAN
-118.21,33.94,34,892,318.0,1443,341,21903.0,162500,<1H OCEAN
-118.35,33.85,35,1248,206.0,551,185,56426.0,348200,<1H OCEAN
-121.23,37.96,44,2204,473.0,1277,435,15539.0,59200,INLAND
-119.81,36.83,19,6789,1200.0,2325,1109,40490.00000000001,126000,INLAND
-117.84,33.77,26,3350,581.0,1314,550,35195.0,249100,<1H OCEAN
-118.09,34.02,28,1984,313.0,1099,343,45526.0,250200,<1H OCEAN
-118.43,34.07,34,3203,483.0,949,439,103467.0,500001,<1H OCEAN
-118.18,33.98,24,1880,642.0,2646,605,21836.000000000004,162000,<1H OCEAN
-117.94,33.93,34,1475,319.0,698,293,38194.0,186000,<1H OCEAN
-122.72,38.43,31,2020,476.0,1408,437,25735.0,131100,<1H OCEAN
-121.89,37.34,46,1197,416.0,898,370,21714.000000000004,190600,<1H OCEAN
-122.45,37.71,45,2253,431.0,1382,392,42562.0,221600,NEAR OCEAN
-122.17,37.88,32,3633,508.0,1393,506,76917.0,401800,NEAR BAY
-119.21,34.19,15,5614,989.0,2754,994,50350.0,242900,NEAR OCEAN
-119.47,35.13,44,4599,877.0,2140,831,29952.0,63800,INLAND
-118.31,34.16,37,2144,446.0,860,435,39464.0,315000,<1H OCEAN
-117.28,32.84,21,2455,660.0,1015,597,37596.0,381300,NEAR OCEAN
-122.02,37.35,22,3219,756.0,1479,667,41473.00000000001,354400,<1H OCEAN
-119.03,34.25,25,3344,502.0,1483,496,61960.0,340600,<1H OCEAN
-118.15,34.07,40,1072,204.0,940,200,31250.0,242700,<1H OCEAN
-118.34,33.9,36,1158,219.0,628,253,47426.00000000001,242700,<1H OCEAN
-118.3,33.97,46,1425,317.0,1140,304,33750.0,98500,<1H OCEAN
-118.21,33.96,39,2265,628.0,2323,599,21522.0,155300,<1H OCEAN
-123.34,39.5,15,2342,535.0,1064,433,18967.0,96600,INLAND
